date,news
2018-07-26,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-07-25,"July 2018 ADP National Employment Report®, ADP Small Business Report® and ADP National Franchise Report® to be Released on WEDNESDAY, AUGUST 1, 2018"
2018-07-25,"U.S. Wages Grew 3.0 Percent Over the Past Year, Large Firms Experienced Accelerated Wage Growth"
2018-07-24,"Simulations Plus, Inc. (SLP) Ex-Dividend Date Scheduled for July 25, 2018"
2018-07-24,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-07-21,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-07-19,"ADP Canada National Employment Report: Employment in Canada Decreased by 10,500 Jobs in June 2018"
2018-07-19,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-07-15,Time Is Money -- Cloud-Based Automation Could Save You Both
2018-07-14,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-07-13,ADP Crosses Above Average Analyst Target
2018-07-12,"Media Alert: June 2018 ADP Canada National Employment Report to be released on Thursday, July 19, 2018"
2018-07-12,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-07-11,"Zacks.com highlights: Domtar, Facebook, Automatic Data Processing, Intel and Lululemon Athletica"
2018-07-11,"SCIENCE APPLICATIONS INTERNATIONAL CORPORATION (SAIC) Ex-Dividend Date Scheduled for July 12, 2018"
2018-07-10,"QQQ, ADP, ATVI, INTU: Large Outflows Detected at ETF"
2018-07-10,Edited Transcript of ADP earnings conference call or presentation 2-May-18 12:30pm GMT
2018-07-10,Land on Top-Ranked Momentum Stocks via Driehaus Strategy
2018-07-10,Here's Why You Should Add Avis Budget (CAR) to Your Portfolio
2018-07-09,[$$] How to make a living in the cult of meritocracy
2018-07-05,"Jobs Data Misses, but Remains Strong"
2018-07-05,Jobs Data Misses The Mark
2018-07-05,"Private sector adds 177,000 jobs in June, ADP says"
2018-07-05,Why Automatic Data Processing (ADP) Stock Might be a Great Pick
2018-07-05,"ADP National Employment Report: Private Sector Employment Increased by 177,000 Jobs in June"
2018-07-03,TransUnion Announces Completion of iovation Acquisition
2018-07-03,Interpublic to Acquire Acxiom Marketing Solutions for $2.3B
2018-07-03,Interesting ADP Put And Call Options For September 21st
2018-07-03,Here's Why You Should Invest in Aptiv (APTV) Stock Right Now
2018-07-02,"QQQ, ADP, AMAT, CTSH: Large Outflows Detected at ETF"
2018-07-02,"ICF International Benefits From Global Presence, Buyouts"
2018-07-02,PAYX or BR: Which of These is a Better Outsourcing Stock?
2018-06-29,5 Reasons Why You Should Invest in Paychex (PAYX) Stock Now
2018-06-29,FactSet Rides on Annual Subscription Value Amid Competition
2018-06-28,Top Ranked Momentum Stocks to Buy for June 28th
2018-06-28,"Pegasystems Inc. (PEGA) Ex-Dividend Date Scheduled for June 29, 2018"
2018-06-28,"Monotype Imaging Holdings Inc. (TYPE) Ex-Dividend Date Scheduled for June 29, 2018"
2018-06-28,"June 2018 ADP National Employment Report®, ADP Small Business Report® and ADP National Franchise Report® to be Released on THURSDAY, JULY 5, 2018"
2018-06-28,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-06-28,Free Technical Research on CA Inc. and Three More Business Software & Services Equities
2018-06-28,"Automatic Data Processing, Inc. -- Moody's says ADP's upsized credit facilities do not impact ratings"
2018-06-27,"Noteworthy Wednesday Option Activity: GIS, ADP, LMT"
2018-06-27,"Amdocs Limited (DOX) Ex-Dividend Date Scheduled for June 28, 2018"
2018-06-26,Top Ranked Momentum Stocks to Buy for June 26th
2018-06-26,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-06-25,"Top Analyst Reports for Cisco, Oracle & Kraft Heinz"
2018-06-25,FactSet (FDS) to Report Q3 Earnings: Is a Beat in Store?
2018-06-25,ADP Uses Machine Learning and Artificial Intelligence to Drive a Data-Fueled Future of Work
2018-06-22,"TriNet USA, Inc. -- Moody's assigns Ba2 CFR to TriNet USA, Inc.; outlook stable"
2018-06-22,"ADP to Announce Fourth Quarter Fiscal 2018 Financial Results on August 1, 2018"
2018-06-21,ADP August 3rd Options Begin Trading
2018-06-21,"ADP Canada National Employment Report: Employment in Canada Increased by 2,900 Jobs in May 2018"
2018-06-20,"Convergys Corporation (CVG) Ex-Dividend Date Scheduled for June 21, 2018"
2018-06-20,Pershing Square analyst Brian Welch to leave company
2018-06-19,3 Growth Stocks That Could Put Facebook's Returns to Shame
2018-06-18,[$$] Macron targets SMEs in latest economic reform drive
2018-06-15,ADP Crosses Above 2% Yield Territory
2018-06-15,Bill Ackman's hedge fund gains again after years of losse...
2018-06-15,TTEC vs. ADP: Which Stock Should Value Investors Buy Now?
2018-06-14,ADP Marketplace Continues Tremendous Growth Thanks to Leading Solutions Providers
2018-06-14,A Holistic Look At Automatic Data Processing Inc (NASDAQ:ADP)
2018-06-14,"Media Alert: May 2018 ADP Canada National Employment Report to be released on Thursday, June 21, 2018"
2018-06-13,Automatic Data Processing Hits 52-Week High on Investor Day
2018-06-13,BR or ADP: Which Outsourcing Stock is Better Positioned?
2018-06-13,[$$] ADP CFO Jan Siegmund Plans to Leave Company
2018-06-12,"ADP Holds Investor Day To Present Strategic Vision, Transformation Initiatives And Financial Outlook"
2018-06-12,Automatic Data Processing Investor Day Webcast At 8:30 AM ET
2018-06-12,Automatic Data Processing Investor Day At 8:30 AM ET
2018-06-11,6 Dividend Aristocrats to Buy as Trump Irks G7
2018-06-07,"Notable Thursday Option Activity: AFSI, CLX, ADP"
2018-06-07,"Perspecta Inc. (PRSP) Ex-Dividend Date Scheduled for June 08, 2018"
2018-06-07,ADP to Enable Organizations to Seamlessly Connect Financial and People Data to Drive Better Business Outcomes with Microsoft Dynamics 365
2018-06-06,"Formula Systems (1985) Ltd. (FORTY) Ex-Dividend Date Scheduled for June 07, 2018"
2018-06-06,"Automatic Data Processing, Inc. (ADP) Ex-Dividend Date Scheduled for June 07, 2018"
2018-06-06,"Open Text Corporation (OTEX) Ex-Dividend Date Scheduled for June 07, 2018"
2018-06-06,Celebrate Pride Month! ADP Promotes Diversity and Inclusion with LGBTQ Employee Self-Identification
2018-06-05,Xerox Banks on Strategic Transformation Program & Buyouts
2018-06-05,ADP Continues Commitment to People-Centered Innovation through New Partnership with Slack
2018-06-05,"Accenture Opens Innovation Hub, Intends to Add 200 Jobs"
2018-06-05,"Ex-Dividend Reminder: Analog Devices, Open Text Corp and Automatic Data Processing"
2018-06-04,5 Reasons to Bet on FactSet Research Systems (FDS) Stock
2018-06-04,"FactSet Opens Shanghai Office, Boosts Asia Pacific Presence"
2018-06-03,Read This Before Buying Automatic Data Processing Inc (NASDAQ:ADP) For Its Upcoming $0.69 Dividend
2018-06-01,Verisk's (VRSK) Subsidiary Launches Home Healthcare Program
2018-06-01,"Strong Job Additions, Record Low Unemployment Rate In Focus"
2018-06-01,Looking Forward to Jobs Numbers? 223K Reasons
2018-06-01,Why Is Automatic Data Processing (ADP) Up 7% Since Its Last Earnings Report?
2018-06-01,"CSG Systems International, Inc. (CSGS) Ex-Dividend Date Scheduled for June 04, 2018"
2018-05-31,FTI Consulting Hits 52-Week High: What's Driving the Stock?
2018-05-31,ManpowerGroup Banks on Acquisitions Amid Stiff Competition
2018-05-31,"Jobless Claims, PCE &quot;Steady As She Goes&quot;"
2018-05-31,Avis Budget Expands Tie-Up With Universal Parks and Resorts
2018-05-31,"Initial Claims Fall, PCE Remained Steady"
2018-05-31,Free Post Earnings Research Report: Automatic Data Processing’s Quarterly Earnings Advanced 16.03%
2018-05-30,ADP: Fewer jobs created in May than over the last several months
2018-05-30,Italexit Scenario And GDP Data In Focus
2018-05-30,"Econ Alphabet Soup: GDP, ADP and EU"
2018-05-30,"ADP National Employment Report: Private Sector Employment Increased by 178,000 Jobs in May"
2018-05-29,"Italy Headlines Shake EU, Pre-Markets"
2018-05-29,5 Reasons to Bet on Automatic Data Processing (ADP) Stock
2018-05-29,Italy Election Outcome A Concern For EU
2018-05-29,"Ebix, Inc. (EBIX) Ex-Dividend Date Scheduled for May 30, 2018"
2018-05-29,"CSP Inc. (CSPI) Ex-Dividend Date Scheduled for May 30, 2018"
2018-05-25,CAC 40 Edges Higher As Euro Slips
2018-05-24,Avis Budget Banks on Partnerships & Technology Enhancements
2018-05-24,"Equifax Reels Under Cyber-Attack Effects, Buyouts a Positive"
2018-05-23,"TransUnion to Buy iovation, Boost Fraud Identity Services"
2018-05-23,"Intuit (INTU) Beats Q3 Earnings Estimates, Revises Outlook"
2018-05-23,"May 2018 ADP National Employment Report®, ADP Small Business Report® and ADP National Franchise Report® to be Released on WEDNESDAY, May 30, 2018"
2018-05-22,Here's Why You Should Add Accenture to Your Portfolio Now
2018-05-21,"TransUnion (TRU) to Acquire HPS, Boost Healthcare Suite"
2018-05-21,Here's Why Interpublic (IPG) Should be in Your Portfolio
2018-05-21,"Jack Henry & Associates, Inc. (JKHY) Ex-Dividend Date Scheduled for May 22, 2018"
2018-05-21,Free Technical Reports on Automatic Data Processing and Three Additional Business Software & Services Equities
2018-05-18,Here's Why You Should Hold On to Paylocity (PCTY) Stock
2018-05-18,Is First Trust Rising Dividend Achievers ETF (RDVY) a Hot ETF Right Now?
2018-05-18,"Cognizant Technology Solutions Corporation (CTSH) Ex-Dividend Date Scheduled for May 21, 2018"
2018-05-17,"Interpublic's Unit Buys Cappuccino, Boosts Digital Content"
2018-05-17,Why Should You Retain Navigant Consulting in Your Portfolio?
2018-05-17,Why Should You Retain Omnicom (OMC) Stock in Your Portfolio?
2018-05-17,TRU or DNB: Which Stock is More Attractive Post Q1 Earnings?
2018-05-17,"ADP Canada National Employment Report: Employment in Canada Increased by 30,200 Jobs in April 2018"
2018-05-16,"Q1 13F Roundup: How Buffett, Einhorn, Ackman And Others Adjusted Their Portfolio"
2018-05-16,[$$] Two More Activist Funds Build Stakes in ADP
2018-05-16,"Recent Analysis Shows Shutterfly, Gulfport Energy, Automatic Data Processing, Group 1 Automotive, Red Robin Gourmet Burgers, and Superior Energy Services Market Influences — Renewed Outlook, Key Drivers of Growth"
2018-05-15,"Sachem Head, D.E. Shaw bought ADP stock in 1st qtr"
2018-05-15,Two more activist funds build stakes in ADP - WSJ
2018-05-15,"D.E. Shaw, Sachem head build small stakes in ADP"
2018-05-15,"The Zacks Analyst Blog Highlights: Mastercard, NVIDIA, Danaher, Automatic Data Processing and Altria"
2018-05-15,"ADP Rides on Strategic Business Moves, Strong Balance Sheet"
2018-05-15,"Computer Programs and Systems, Inc. (CPSI) Ex-Dividend Date Scheduled for May 16, 2018"
2018-05-14,Why You Should Hold Genpact (G) Stock Right Now
2018-05-14,"Xerox Ends Merger with Fuji Xerox, Inks Deal with Investors"
2018-05-14,"Notable Monday Option Activity: YELP, ADP, LOXO"
2018-05-14,"Top Stock Reports for Mastercard, NVIDIA & Danaher"
2018-05-14,The Future of Pay is Here! New ADP Innovation Helps Employers Tailor Payments to the Preferences of All Employees
2018-05-14,Free Post Earnings Research Report: F5 Networks’ Quarterly Earnings Jumped 18.46%
2018-05-11,6 Reasons Why You Should Invest in Broadridge (BR) Stock
2018-05-10,"Media Alert: April 2018 ADP Canada National Employment Report to be released on Thursday, May 17, 2018"
2018-05-09,"California Added 20,300 Private Sector Jobs In April, According To ADP Regional Employment Report®"
2018-05-09,"Illinois Added 7,000 Private Sector Jobs In April, According To ADP Regional Employment Report®"
2018-05-09,"Texas Added 30,400 Private Sector Jobs In April, According To ADP Regional Employment Report®"
2018-05-09,"New York Added 10,100 Private Sector Jobs In April, According To ADP Regional Employment Report®"
2018-05-09,"Florida Added 16,300 Private Sector Jobs In April, According To ADP Regional Employment Report®"
2018-05-09,"New Jersey Added 3,500 Private Sector Jobs In April, According To ADP Regional Employment Report®"
2018-05-09,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-05-08,ADP Ranks in Top 10 of Working Mother's 2018 Best Companies for Multicultural Women
2018-05-03,"Initial Cliams, Productivity And More"
2018-05-03,"Stock Market News For May 3, 2018"
2018-05-03,"On Jobless Claims, Productivity and Friday???s BLS Report"
2018-05-03,"Automatic Data Processing Boosts Its Dividend, Earnings Guidance"
2018-05-02,"ADP Beats on Q3 Earnings and Revenues, Raises FY18 Guidance"
2018-05-02,"ADP Jobs Hit 204K, Solid Goods Production"
2018-05-02,"Nasdaq 100 Movers: GILD, AAPL"
2018-05-02,"Notable ETF Outflow Detected - XLK, PYPL, ADP, EBAY"
2018-05-02,Who are ADP's Main Competitors?
2018-05-02,Automatic Data Processing Inc (NASDAQ:ADP) Investors Are Paying Above The Intrinsic Value
2018-05-02,ADP Witnessed 204K New Jobs
2018-05-02,ADP Earns Top 10 Spot on 2018 Top 50 Companies List from DiversityInc
2018-05-02,"ADP Q3 Earnings & Revenues Top Estimates, Bookings Increased"
2018-05-02,"U.S. adds 204,000 private-sector jobs in April, ADP report shows"
2018-05-02,"ADP National Employment Report: Private Sector Employment Increased by 204,000 Jobs in April"
2018-05-02,ADP: Fiscal 3Q Earnings Snapshot
2018-05-02,ADP Reports Third Quarter Fiscal 2018 Results
2018-05-02,Automatic Data Processing Q3 18 Earnings Conference Call At 8:30 AM ET
2018-05-02,Automatic Data Processing Inc. Q3 adjusted earnings Beat Estimates
2018-05-02,ADP Raises FY18 Earnings Outlook Range; Affirms Revenue Forecast - Quick Facts
2018-05-01,"First Data (FDC) Beats on Q1 Earnings, Raises 2018 Guidance"
2018-05-01,"Pre-Market Earnings Report for May 2, 2018 :  MA, CVS, ADP, SO, ZTS, HUM, EXC, EL, YUM, APTV, IQV, ABC"
2018-05-01,"Insperity (NSP) Beats on Q1 Earnings, Raises 2018 Guidance"
2018-05-01,Will Revenue Growth & Tax Benefit Aid ADP's Q3 Earnings?
2018-05-01,"ADP Job Data, Q1 Earnings In Focus"
2018-05-01,Jobs Week Shows New Wage Growth (and Lack Thereof)
2018-05-01,Will Revenue Growth & Tax Benefit Aid ADP&apos;s Q3 Earnings?
2018-05-01,"Business Services Earnings Slated on May 2: ADP, RSG & More"
2018-04-30,"FTI Consulting (FCN) Q1 Earnings Top Estimates, View Intact"
2018-04-30,"CRA International (CRAI) Beats on Q1 Earnings, Retains View"
2018-04-27,"TriNet HR Corporation -- Moody's affirms TriNet's Ba3 CFR, revises outlook to positive"
2018-04-27,Interpublic (IPG) Misses Q1 Earnings & Revenue Estimates
2018-04-27,ADP Crosses Above Average Analyst Target
2018-04-26,Invaluable Tool or Inevitable Threat? More Working Canadians Want Artificial Intelligence and Automation than Fear Negative Impact on Job Prospects
2018-04-25,"April 2018 ADP National Employment Report®, ADP Small Business Report® and ADP National Franchise Report® to be Released on WEDNESDAY, May 2, 2018"
2018-04-25,"U.S. Wages Grow 2.9 Percent Over Past Year, Information Industry Experienced Highest Wage Growth of 5.6 Percent"
2018-04-24,"XLK, QCOM, ADP, EA: Large Inflows Detected at ETF"
2018-04-23,"Simulations Plus, Inc. (SLP) Ex-Dividend Date Scheduled for April 24, 2018"
2018-04-20,"The Trump tax cuts will benefit investors, not workers, this CEO says"
2018-04-19,6 Reasons Why FTI Consulting (FCN) is an Attractive Pick
2018-04-19,"ADP Canada National Employment Report: Employment in Canada Increased by 42,800 Jobs in March 2018"
2018-04-18,ADP Appoints Thomas J. Lynch and Scott F. Powers to Board of Directors
2018-04-18,"ADP to Release Quarterly Workforce Vitality Report With Deeper Labor Market Insights on WEDNESDAY, April 25, 2018"
2018-04-18,Ackman says he supports ADP but puts management on notice
2018-04-17,Ackman says he supports ADP but puts management on notice
2018-04-13,"The Zacks Analyst Blog Highlights: IBM, Enbridge, ADP, Marathon and United Continental"
2018-04-12,"Daily Dividend Report: ADP, BBBY, SKT, LEN"
2018-04-12,"Top Analyst Reports for IBM, Enbridge & ADP"
2018-04-12,"ADP Pleases Investors With 10% Dividend Hike, Tax Cut A Boon"
2018-04-12,"Media Alert: March 2018 ADP Canada National Employment Report to be released on Thursday, April 19, 2018"
2018-04-11,Automatic Data Processing boosts dividend by 9.5%
2018-04-11,ADP Increases Cash Dividend
2018-04-11,"Texas Added 35,800 Private Sector Jobs In March, According To ADP Regional Employment Report®"
2018-04-11,"New Jersey Added 3,600 Private Sector Jobs In March, According To ADP Regional Employment Report®"
2018-04-11,"California Added 33,000 Private Sector Jobs In March, According To ADP Regional Employment Report®"
2018-04-11,"New York Added 11,100 Private Sector Jobs In March, According To ADP Regional Employment Report®"
2018-04-11,"Illinois Added 5,700 Private Sector Jobs In March, According To ADP Regional Employment Report®"
2018-04-10,What’s Driving Intuit’s Small-Business and Self-Employed Unit
2018-04-10,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-04-09,"Notable ETF Inflow Detected - IXN, MU, ADP, ATVI"
2018-04-06,Hewlett Packard Enterprise a Top Socially Responsible Dividend Stock With 2.6% Yield (HPE)
2018-04-05,Bill Ackman Needs a Big Win at ADP or Another Target to Stop the Bleeding
2018-04-05,Futures Up Despite Trade War Fears
2018-04-05,Markets Buy Back on Trade War Scare
2018-04-04,"Financial Sector Update for 04/04/2018: EXPI,MMI,DB,MKTX"
2018-04-04,"Paychex, Inc. Stock Is the Clear Choice in Payroll Services"
2018-04-04,"Financial Sector Update for 04/04/2018: MMI,DB,MKTX"
2018-04-04,ADP Strength Eclipsed by China Trade Fears
2018-04-04,U.S.-China Trade Fears Ail Markets
2018-04-04,"Private-sector hiring up 241,000 in March, ADP says"
2018-04-04,We’re going to run out of workers because of fast job gro...
2018-04-04,"ADP payrolls rise 241,000 in March"
2018-04-04,[$$] Wall Street shakes off US-China trade concerns
2018-04-04,[$$] Wall St choppy as US-China trade dispute escalates
2018-04-04,[$$] Markets unsettled as US-China trade dispute escalates
2018-04-04,"[$$] ‘Exceptionally good health’: US private sector adds 241,000 jobs"
2018-04-03,Is This More than Just a Dead-Cat Bounce?
2018-04-03,Volatility Remains With Us
2018-04-02,Automatic Data Processing a Top Socially Responsible Dividend Stock With 2.2% Yield (ADP)
2018-03-30,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-03-28,Omnicom to Acquire Elsevier's Pharma Communications in Japan
2018-03-28,5 Dividend Aristocrats Where Analysts See Capital Gains
2018-03-28,"March 2018 ADP National Employment Report®, ADP Small Business Report® and ADP National Franchise Report® to be Released on WEDNESDAY, April 4, 2018"
2018-03-27,"After Hours Most Active for Mar 27, 2018 :  ADP, QQQ, MSFT, AMAT, CSCO, CMCSA"
2018-03-27,3 Little-Known Dividend Aristocrats to Buy
2018-03-27,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-03-27,Ackman is &apos;working very hard&apos; to deliver positive results in 2018
2018-03-26,"After Hours Most Active for Mar 26, 2018 :  ADP, NWL, F, PCG, QQQ, FE, CMCSA, ABEV, PG, CZR, ESRX, FB"
2018-03-26,"Paychex (PAYX) Beats Q3 Earnings Estimates, Updates '18 View"
2018-03-26,Less than half of Coinbase employees want to be paid in bitcoin
2018-03-23,Ackman accumulates $100 million from Nike exit
2018-03-22,Ackman Earned $100 Million By Cashing Out of Nike
2018-03-22,Is a Beat in the Cards for Paychex (PAYX) in Q3 Earnings?
2018-03-21,ADP Applauds Five Companies for Best Practices in Human Capital Management at 25th Annual ADP Meeting of the Minds Conference
2018-03-21,ADP Named to LinkedIn Top Companies List Recognizing Where Jobseekers and Professionals Want to Work in 2018
2018-03-21,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-03-21,"ADP to Host Investor Day on June 12, 2018 in New York"
2018-03-20,"ADP to Announce Third Quarter Fiscal 2018 Financial Results on May 2, 2018"
2018-03-19,"Mercer and WorkMarket, an ADP Company, Announce Alliance for Cloud-Based Platform That Streamlines Managing the Future Workforce"
2018-03-15,"ADP Canada National Employment Report: Employment in Canada Increased by 32,700 Jobs in February 2018"
2018-03-14,"MongoDB reports smaller loss than expected, ADP lower, Time Warner up"
2018-03-14,"New Jersey Added 4,200 Private Sector Jobs In February, According To ADP Regional Employment Report®"
2018-03-14,"Illinois Added 9,100 Private Sector Jobs In February, According To ADP Regional Employment Report®"
2018-03-14,"Florida Added 20,200 Private Sector Jobs In February, According To ADP Regional Employment Report®"
2018-03-14,"Texas Added 21,400 Private Sector Jobs In February, According To ADP Regional Employment Report®"
2018-03-14,"New York Added 12,300 Private Sector Jobs In February, According To ADP Regional Employment Report®"
2018-03-14,"California Added 29,400 Private Sector Jobs In February, According To ADP Regional Employment Report®"
2018-03-13,Ackman Sells $125 Million of ADP Stake After Share Price Run-Up
2018-03-13,Ackman Sells About $125 Mln Worth Of Stake In ADP
2018-03-13,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-03-12,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-03-08,A Tale Of Import Tariffs & Economic Data
2018-03-08,"On Jobless Claims, Beige Book and Tariffs"
2018-03-08,Intuit (INTU) Unveils Accountant Apps Program on QuickBooks
2018-03-08,"NelsonHall Names ADP® a ""Leader"" in Benefits Administration Services for Commitment to Innovation in 2017"
2018-03-08,"Media Alert: February 2018 ADP Canada National Employment Report to be released on Thursday, March 15, 2018"
2018-03-07,"Labor market ‘red hot’ as ADP says 235,000 private-sector jobs added in February"
2018-03-07,"Financial Sector Update for 03/07/2018: TRNO,RBS,SPGI,MS,BBX,WHLR,ADP"
2018-03-07,"Financial Sector Update for 03/07/2018: WHLR,RBS,SPGI"
2018-03-07,Vanguard High Dividend Yield ETF Experiences Big Outflow
2018-03-07,Who are ADP's Main Competitors?
2018-03-07,Private-Sector Added 235K Per ADP
2018-03-07,ADP Outperforms Again: 235K New Jobs
2018-03-07,"Automatic Data Processing, Inc. (ADP) Ex-Dividend Date Scheduled for March 08, 2018"
2018-03-07,"[$$] U.S. Private Sector Adds 235,000 Jobs in February"
2018-03-07,What Was Pershing Square Capital’s Largest Holding in 4Q17?
2018-03-07,"ADP National Employment Report: Private Sector Employment Increased by 235,000 Jobs in February"
2018-03-07,Ingo Money Provides Real-Time Mobile Check Funding Option to ADP® Paycards
2018-03-07,[$$] France moves ahead with privatisation plans
2018-03-07,"[$$] US private sector adds 235,000 jobs in February - ADP"
2018-03-06,"Ex-Dividend Reminder: ManTech International, Automatic Data Processing and Analog Devices"
2018-03-06,"MIND C.T.I. Ltd. (MNDO) Ex-Dividend Date Scheduled for March 07, 2018"
2018-03-05,"The Zacks Analyst Blog Highlights: 3M, Walmart, Kimberly-Clark, Automatic Data Processing and T. Rowe Price Group"
2018-03-05,[$$] Due Diligence on Cybersecurity Becomes Bigger Factor in M&A
2018-03-04,"3 Days Left To Automatic Data Processing Inc (NASDAQ:ADP)’s Ex-Dividend Date, Is It Worth Buying?"
2018-03-03,5 Top Dividend Aristocrats to Buy in March
2018-03-02,5 Top Dividend Aristocrats to Buy in March
2018-02-28,ADP Ranks Among Elite Handful of Companies Worldwide with Approved Binding Corporate Rules for Global Data Protection
2018-02-28,Bill Ackman Gets Back to Basics
2018-02-28,"Open Text Corporation (OTEX) Ex-Dividend Date Scheduled for March 01, 2018"
2018-02-28,"February 2018 ADP National Employment Report®, ADP Small Business Report® and ADP National Franchise Report® to be Released on WEDNESDAY, March 7, 2018"
2018-02-27,"Jack Henry & Associates, Inc. (JKHY) Ex-Dividend Date Scheduled for February 28, 2018"
2018-02-26,"Noteworthy ETF Inflows: IGM, ATVI, MU, ADP"
2018-02-26,"Ebix, Inc. (EBIX) Ex-Dividend Date Scheduled for February 27, 2018"
2018-02-26,"CSP Inc. (CSPI) Ex-Dividend Date Scheduled for February 27, 2018"
2018-02-23,Intuit (INTU) Beats Earnings and Revenue Estimates in Q2
2018-02-22,Conduent (CNDT) Jumps: Stock Rises 11.7%
2018-02-21,ADP Teams with ZipRecruiter to Help Small Businesses Make Smarter Hiring Decisions
2018-02-20,Intuit (INTU) to Report Q2 Earnings: What's in the Cards?
2018-02-20,"Computer Programs and Systems, Inc. (CPSI) Ex-Dividend Date Scheduled for February 21, 2018"
2018-02-20,"Cognizant Technology Solutions Corporation (CTSH) Ex-Dividend Date Scheduled for February 21, 2018"
2018-02-20,"More than 60 Percent of Employee Turnover is Voluntary, Surprising Employers Who Could Have Predicted it"
2018-02-16,ADP Crosses Above 2% Yield Territory
2018-02-16,Automatic Data Processing Inc (ADP) President & CEO Carlos A Rodriguez Sold $7. ...
2018-02-15,"Omnicom (OMC) Slightly Beats Q4 Earnings, Slips on Revenues"
2018-02-15,Rapport national sur l'emploi d'ADP Canada : 10 700 nouveaux emplois ont été créés au Canada en janvier 2018
2018-02-15,"ADP Canada National Employment Report: Employment in Canada Increased by 10,700 Jobs in January 2018"
2018-02-14,"First Data (FDC) Q4 Earnings Meet Estimates, Revenues Up Y/Y"
2018-02-14,Interpublic (IPG) Beats Q4 Earnings on Modest Organic Growth
2018-02-14,ADP Positioned as Innovative Next-Gen HCM Vendor in New Report by Constellation Research
2018-02-14,Free Research Report as Automatic Data Processing’s Adjusted EPS Advanced 13.79%; Revenues Grew 8.31%
2018-02-13,ADP Takes 16th Spot on Training Magazine's Training Top 125 List for 2018
2018-02-12,"Noteworthy Monday Option Activity: ADP, LGIH, ENV"
2018-02-12,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-02-09,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2018-02-08,Automatic Data Processing Becomes Oversold
2018-02-08,"Noteworthy ETF Outflows: VGT, ADP, ATVI, MU"
2018-02-08,"Media Alert: January 2018 ADP Canada National Employment Report to be released on Thursday, February 15, 2018"
2018-02-08,Wired News – Financial Engines Partners with Automatic Data Processing to Offer Advisory Services to ADP’s Clients
2018-02-07,"New York Added 12,400 Private Sector Jobs in January, According to ADP Regional Employment Report(R)"
2018-02-07,"California Added 33,300 Private Sector Jobs in January, According to ADP Regional Employment Report(R)"
2018-02-07,"Florida Added 18,100 Private Sector Jobs in January, According to ADP Regional Employment Report(R)"
2018-02-07,"New Jersey Added 6,400 Private Sector Jobs in January, According to ADP Regional Employment Report(R)"
2018-02-07,"Texas Added 28,800 Private Sector Jobs in January, According to ADP Regional Employment Report(R)"
2018-02-07,"Illinois Added 8,100 Private Sector Jobs in January, According to ADP Regional Employment Report(R)"
2018-02-07,How to Play the Benefits of Tax Reform
2018-02-06,Financial Engines® and ADP® Form Strategic Relationship
2018-02-05,"Notable Monday Option Activity: WFC, TRIP, ADP"
2018-02-05,A Legendary Investor Is Betting on a Nike Turnaround. Should You?
2018-02-05,ManpowerGroup (MAN) Beats Q4 Earnings and Revenue Estimates
2018-02-05,Free Research Report as Datawatch’s Quarterly Revenue Jumped 16% and Net Loss Narrowed
2018-02-05,Tax Reform Boosts Automatic Data Processing Earnings
2018-02-03,Cramer’s Exec Cut: Tackling taxes
2018-02-02,"Report: Exploring Fundamental Drivers Behind John B. Sanfilippo & Son, Spero Therapeutics, Live Oak Bancshares, Medtronic, Automatic Data Processing, and Enphase Energy — New Horizons, Emerging Trends, and Upcoming Developments"
2018-02-01,"Company News For Feb 1, 2018"
2018-02-01,"ADP Recognized as One of the ""50 Best Companies for Diversity"" in 2018 by BLACK ENTERPRISE for Second Straight Year"
2018-02-01,Automatic Data Processing: Cramer's Top Takeaways
2018-02-01,ADP CEO: Ackman proxy fight 'water under the bridge'
2018-02-01,"ADP CEO calls Ackman proxy fight 'water under the bridge,..."
2018-02-01,Cramer Remix: Here are the best-in-show biotechs for 2018...
2018-01-31,"ADP CEO calls Ackman proxy fight &apos;water under the bridge,&apos; says two have &apos;professional&apos; relationship"
2018-01-31,"ADP CEO calls Ackman proxy fight 'water under the bridge,' says two have 'professional' relationship"
2018-01-31,UPDATE 2-ADP boosts forecast as new tax law spurs demand
2018-01-31,"ADP, Q4, SOTU Boost Market"
2018-01-31,"Financial Sector Update for 01/31/2018: CATY,MKTX,SPG,CACC,ADP"
